id;name;main_activity;secondary_activities;genres;region__country;contact_information;website
3642;UNIT AND SOFA (Creative Europe MEDIA);Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Rights Holder / Distributor);"Docs & Factual (Arts, Music & Culture, Lifestyle, Reality / Factual); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Mobisode / Webisode, Series, Short Film, TV Movies)";Europe (Czech Republic);Salvatorska 10  | PRAHA1 | 11000 | CzechRepublic;http://www.unitsofa.cz/
3643;UNIT STUDIOS;Content creation / Production / Distribution (Production company/Content creation.);Technology and Services (Post Production/Studios);"Docs & Factual (History & Civilisation, Science & Knowledge); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, TV Movies)";Europe (UK);50 Great Marlborough Street  | LONDON | RG71QZ | UnitedKingdom;http://www.unit-studios.com/
3644;UNITED FOOTBALL FANS LTD;Content creation / Production / Distribution (Production company/Content creation.); - ;"Docs & Factual (Lifestyle, Reality / Factual); Sports";Europe (UK);6 Arlington Street  | LONDON | SW1A1RE | UnitedKingdom;http://www.uff.tv/
3645;UNITED MEDIA;Content creation / Production / Distribution (Rights Holder / Distributor);Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator);"Kids & Teens (Animation); Docs & Factual (Educational, youth oriented, History & Civilisation, Lifestyle, Nature & Wildlife, Science & Knowledge, Social Responsabilities / Green); Drama / Fiction / Scripted Format (Feature Film, Miniseries); Erotic/Adults";Asia Pacific (South Korea);9F Korea Broadcasters Center  | 233Mok-DongDongroYangchon-Gu | SEOUL | 158-715 | SouthKorea; - 
3646;UNITED NATIONS ORGANIZATION; - ; - ; - ;North America (USA);IN-221  | 405East42ndStreet,Cor.SecondAvenue | NEWYORK | NY | 10017 | UnitedStates;http://www.un.org/
3647;UNITED TALENT AGENCY;Financing & supports (PR, Talent and Literary Agency);Financing & supports (Advertising / Media Agency and Brands);"Docs & Factual (Reality / Factual); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show)";North America (USA);9336 Civic Center Dr.  | BEVERLYHILLS | CA | 90210 | UnitedStates;http://www.unitedtalent.com/
3648;UNITED TELEVISION;Broadcasting platforms (TV Channel);Content creation / production / rights holder (Production company/Content creation);"Docs & Factual (Nature & Wildlife); Non-Scripted Formats (Reality Shows / Scripted Reality); Drama / Fiction / Scripted Format (Series); Erotic/Adults; Music";Africa (Ghana);ABEKA JUNCTION   | SHIPHOUSE17470 | ACCRA | 23321 | Ghana;http://www.peacefmonline.com/
3649;UNITEL ECOR LTDA.;Content creation / Production / Distribution (Production company/Content creation.);Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator);Kids & Teens (Live-Action);South & Central America (Bolivia);Doble Via a la Guardia km 5,5  | 4818 | SANTACRUZ | Bolivia;http://www.unitel.tv/
3650;UNITEL GMBH & CO. KG; - ; - ; - ;Europe (Germany);Gruenwalder Weg 28D  | OBERHACHING | Bayern | 82041 | Germany;http://www.unitelclassica.com/
3651;UNITEL T+ TELECOMUNICAES, SA;Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator); - ;"Kids & Teens (Docs for Kids); Non-Scripted Formats (Factual Entertainment / Magazine); Drama / Fiction / Scripted Format (Feature Film); Sports; Publishing (IPs)";Africa (Cape Verde);Edifício BaiCenter, Piso 4 e 6  | Av.CidadedeLisboa,ChãdAreia | PRAIA | 346-A | CapeVerde;http://uniteltmais.cv/
3652;UNITYMEDIA NRW GMBH;Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator); - ;Docs & Factual (Nature & Wildlife);Europe (Germany);Aachener Str 746-750  | KOELN | Nordrhein-Westfalen | 50933 | Germany;http://www.unitymedia.de/
3653;UNIVERS STUDIO;Content creation / Production / Distribution (Rights Holder / Distributor); - ;"Kids & Teens (Animation, Kids Interactive); Docs & Factual (Arts, Music & Culture, Current Affairs, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Social Responsabilities / Green); Non-Scripted Formats (TV Game Show); Drama / Fiction / Scripted Format (Miniseries, Series, Telenovelas / Soap / Sitcom, TV Movies); Sports";Africa (Morocco);47 Rue Jaafar Ibnou Atia   | CASABLANCA | Morocco;http://www.universstudio.com/
3654;UNIVERSAL CINERGIA DUBBING LLC;Content creation / Production / Distribution (Production company/Content creation.);Technology and Services (Post Production/Studios);"Kids & Teens (Animation, Docs for Kids, Kids Interactive, Live-Action); Docs & Factual (Archive, Arts, Music & Culture, Current Affairs, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Mobisode / Webisode, Series, Short Film, Telenovelas / Soap / Sitcom, TV Movies)";North America (USA);8  | 1315NW98thCt | DORAL | FL | 3372 | UnitedStates;http://www.universalcinergia.com/
3655;UNIVERSAL MUSIC;Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Sales Agent);Docs & Factual (Arts, Music & Culture);Europe (France);20 Rue des Fossés Saint-Jacques  | PARIS | Ile-de-France | 75005;http://www.universalmusic.fr/
3656;UNIVERSAL MUSIC LLC;Content creation / Production / Distribution (Sales Agent);Content creation / production / rights holder (Licensing Agent);Music;Asia Pacific (Japan);8-5-30, Akasaka  | Minato-Ku | TOKYO | 107-8583 | Japan;http://www.universal-music.co.jp/
3657;UNIVERSAL PICTURES HOME ENTERTAINMENT;Content creation / Production / Distribution (Rights Holder / Distributor); - ;"Kids & Teens (Animation, Live-Action); Drama / Fiction / Scripted Format (Feature Film, Series)";North America (USA);100 Universal City Plaza  | Building1440/6 | UNIVERSALCITY | CA | 91608 | UnitedStates;http://www.nbcuni.com/
3658;UNIVERSAL PICTURES VIDEO;Content creation / Production / Distribution (Rights Holder / Distributor);Content creation / production / rights holder (Production company/Content creation, Theatrical distributor);"Kids & Teens (Animation, Live-Action); Docs & Factual (Arts, Music & Culture); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, Telenovelas / Soap / Sitcom, TV Movies); Music; Sports";Europe (France);21 rue François 1er  | PARIS | 75008 | France; - 
3659;UNIVERSAL PRODUCTION MUSIC;Content creation / Production / Distribution (Production company/Content creation.);Technology and Services (Technology Provider/OS);Music;Europe (UK);20 Fulham Broadway  | LONDON | London | SW61AH | UnitedKingdom;https://www.universalproductionmusic.com/
3660;UNIVERSAL PUBLISHING PRODUCTION MUSIC;Content creation / Production / Distribution (Production company/Content creation.); - ;"Non-Scripted Formats (Factual Entertainment / Magazine); Drama / Fiction / Scripted Format (Feature Film, Series)";Europe (France);16 rue des Fossés Saint-Jacques  | PARIS | Ile-de-France | 75005;http://www.unippm.fr/
3661;UNIVERSITY OF GEORGIA; - ; - ; - ;North America (USA);160 Cedar Springs Pl  | ATHENS | GA | 30605 | UnitedStates; - 
3665;UNIVISION;Broadcasting platforms (TV Channel);"Content creation / production / rights holder (Production company/Content creation); Technology and Services (Content management, Post Production/Studios)";"Non-Scripted Formats (Factual Entertainment / Magazine); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, Short Film, Telenovelas / Soap / Sitcom)";North America (USA);5999 Center Drive  | LOSANGELES, | CA | 90045 | UnitedStates;http://www.univision.com/
3666;UNIVISION COMMUNICATIONS INC;Broadcasting platforms (TV Channel); - ;"Docs & Factual (Lifestyle, Reality / Factual); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Miniseries, Series, Telenovelas / Soap / Sitcom); Music; Sports";North America (USA);9405 NW 41 Street  | MIAMI | FL | 33178 | UnitedStates;http://www.univision.com/
3667;UNTAMED PRODUCTIONS;Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Rights Holder / Distributor);"Docs & Factual (Nature & Wildlife, Reality / Factual); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality); Drama / Fiction / Scripted Format (Series); Sports";North America (Canada);500-400 Laurier West Avenue  | MONTREAL | QC | H2V2K7 | Canada;http://untamedproductions.tv/
3668;UNTREF MEDIA;Content creation / Production / Distribution (Production company/Content creation.);"Content creation / production / rights holder (Sales Agent, Theatrical distributor); Technology and Services (Post Production/Studios)";"Kids & Teens (Animation, Docs for Kids, Kids Interactive, Live-Action); Docs & Factual (Arts, Music & Culture, Educational, youth oriented, History & Civilisation, Lifestyle, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Mobisode / Webisode, Series, Short Film, Telenovelas / Soap / Sitcom, TV Movies); Sports";South & Central America (Argentina);Av. Santa Fe  | 830,5thFloor | CAPITALFEDERAL | BuenosAires | C1059ABP | Argentina;http://www.untrefmedia.com/
3669;UP CONTENT CO;Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Rights Holder / Distributor);Kids & Teens (Animation);South & Central America (Brazil);Rua Antonio Jovita Duarte, 4855  | SOJOSE | 88107100 | Brazil;http://www.upcontentco.com/
3670;UPC SCHWEIZ GMBH;Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator); - ;"Kids & Teens (Animation, Docs for Kids); Docs & Factual (Arts, Music & Culture, Current Affairs, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Mobisode / Webisode, Series, Short Film, Telenovelas / Soap / Sitcom, TV Movies); Erotic/Adults";Europe (Switzerland);Richtiplatz 5  | WALLISELLEN | 8304 | Switzerland;http://www.upc.ch/
3671;UPME;Content creation / Production / Distribution (Production company/Content creation.); - ;"Docs & Factual (Current Affairs, Educational, youth oriented, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine); Drama / Fiction / Scripted Format (Mobisode / Webisode, Series); Music; News";Middle East (Israel);PO 1692  | GIVAATADA | 90992 | Israel; - 
3672;UPSIDE DISTRIBUTION;Content creation / Production / Distribution (Rights Holder / Distributor);Content creation / production / rights holder (Production company/Content creation);"Kids & Teens (Docs for Kids); Docs & Factual (Archive, Arts, Music & Culture, Current Affairs, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine); Drama / Fiction / Scripted Format (Feature Film, Series, TV Movies); Music";Europe (France);33 Quai de Dion Bouton  | PUTEAUX | Ile-de-France | 92800;http://www.upsidedistribution.com/
3673;UPSTAR COMUNICAES, SA;Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator); - ;"Kids & Teens (Kids Interactive); Docs & Factual (Arts, Music & Culture, Lifestyle); Non-Scripted Formats (Factual Entertainment / Magazine); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, Telenovelas / Soap / Sitcom, TV Movies)";Europe (Portugal);Torre ZEN  | AvenidaD.JoãoII,Lote41,12Piso-ParquedasNações | LISBOA | 1990-084 | Portugal; - 
3674;UR - SWEDISH EDUCATIONAL BROADCASTING COMPANY;Broadcasting platforms (TV Channel); - ;Docs & Factual (Ethnology & Sociology, History & Civilisation, Lifestyle, Reality / Factual, Science & Knowledge, Social Responsabilities / Green);Europe (Sweden);Kunskapshuset  | Oxenstiernsgatan34 | STOCKHOLM | 10510 | Sweden;http://www.ur.se/
3675;URBAN BREW STUDIOS (PTY) LTD;Content creation / Production / Distribution (Production company/Content creation.);Broadcasting platforms (TV Channel);"Kids & Teens (Kids Interactive); Docs & Factual (Arts, Music & Culture, Educational, youth oriented, Lifestyle, Reality / Factual); Non-Scripted Formats (Factual Entertainment / Magazine)";Africa (South Africa);Urban Brew Studios  | 28HarleyStreet | FERNDALE | GAUTENG | 2194 | SouthAfrica;http://www.urbanbrew.co.za/
3676;URBAN CANYONS LTD (Creative Europe MEDIA);Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Rights Holder / Distributor);Docs & Factual (Arts, Music & Culture, Educational, youth oriented, History & Civilisation);Europe (UK);Urban Canyons Ltd  | 3StevensonSquare | MANCHESTER | GreaterManchester | M11DN | UnitedKingdom;http://www.urbancanyons.tv/
3677;URBAN DISTRIBUTION INTERNATIONAL (Creative Europe MEDIA);Content creation / Production / Distribution (Sales Agent); - ;"Kids & Teens (Animation); Docs & Factual (Arts, Music & Culture, Current Affairs, History & Civilisation); Drama / Fiction / Scripted Format (Feature Film, Series)";Europe (France);14 rue du 18 août  | MONTREUIL | 93100 | France;http://wwww.urbandistrib.com/
3678;URBAN FILMS;Content creation / Production / Distribution (Rights Holder / Distributor);Content creation / production / rights holder (Sales Agent);"Kids & Teens (Animation); Docs & Factual (Current Affairs, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Telenovelas / Soap / Sitcom)";Europe (Spain);4th Floor  | Viriato2 | MADRID | 28010 | Spain;http://www.urbanfilms.es/
3679;URBARIA NORD LTD (Creative Europe MEDIA);Content creation / Production / Distribution (Production company/Content creation.);Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator, TV Channel);"Kids & Teens (Animation, Docs for Kids, Live-Action); Docs & Factual (Educational, youth oriented, Nature & Wildlife); Non-Scripted Formats (TV Game Show)";Europe (Greece);23 Telesiou Str  | ATHENSATTICA | 11143 | Greece; - 
3680;USERFARM ITALIA SRL;Content creation / Production / Distribution (Production company/Content creation.); - ;"Docs & Factual (Arts, Music & Culture, Current Affairs, Educational, youth oriented, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine)";Europe (Italy);Via Dei Magazzini Generali 10  | ROMA | Lazio | 00154 | Italy;http://www.userfarm.com/
3681;UTV - MEDIA LLC;Broadcasting platforms (TV Channel); - ;"Kids & Teens (Animation); Docs & Factual (Lifestyle, Reality / Factual); Non-Scripted Formats (Reality Shows / Scripted Reality); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Mobisode / Webisode, Series, Short Film, Telenovelas / Soap / Sitcom); BrandedEntertainment";Europe (Russia);Melnikoff House, Four Floor   | Olkhovskayastr.,4/2 | MOSCOW | 105066 | RussianFederation;http://www.uthrussia.com/
3682;UYOUNG CULTURE & MEDIA CO., LTD.;Content creation / Production / Distribution (Rights Holder / Distributor);Content creation / production / rights holder (Production company/Content creation);Kids & Teens (Animation);Asia Pacific (China);10F, Building 1,  | No.20JiuxianqiaoRd,ChaoyangDistrict | BEIJING | Beijing | 100016 | China;http://www.uyoung.com.cn/
3683;V-ME MEDIA INC;Broadcasting platforms (TV Channel); - ;"Kids & Teens (Animation, Docs for Kids, Live-Action); Docs & Factual (Current Affairs, Educational, youth oriented, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge); Drama / Fiction / Scripted Format (Miniseries, Series)";North America (USA);1001 Brickell Bay Drive  | Suite1208 | MIAMI | FL | 33131 | UnitedStates;http://www.vmetv.com/
